year,sex,age,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($),generation,continent
1985,female,15-24 years,-0.46962888494876753,0.0,-0.30636831709123147,-0.689154822655258,Generation X,NA
1985,female,25-34 years,-0.4699778310026859,0.0,-0.30636831709123147,-0.689154822655258,Boomers,NA
1985,female,35-54 years,-0.47002154512372624,0.0,-0.30636831709123147,-0.689154822655258,Silent,NA
1985,female,5-14 years,-0.46972347105862083,0.0,-0.30636831709123147,-0.689154822655258,Generation X,NA
1985,female,55-74 years,-0.47063379845642556,0.0,-0.30636831709123147,-0.689154822655258,G.I. Generation,NA
1985,female,75+ years,-0.47135699873960146,0.0,-0.30636831709123147,-0.689154822655258,G.I. Generation,NA
1985,male,15-24 years,-0.4696396217504265,0.0,-0.30636831709123147,-0.689154822655258,Generation X,NA
1985,male,25-34 years,-0.4700161767228967,0.0,-0.30636831709123147,-0.689154822655258,Boomers,NA
1985,male,35-54 years,-0.4700734396650782,0.0,-0.30636831709123147,-0.689154822655258,Silent,NA
1985,male,5-14 years,-0.4697324183933367,0.0,-0.30636831709123147,-0.689154822655258,Generation X,NA
1985,male,55-74 years,-0.47090349668857495,0.0,-0.30636831709123147,-0.689154822655258,G.I. Generation,NA
1985,male,75+ years,-0.47149120876033934,0.0,-0.30636831709123147,-0.689154822655258,G.I. Generation,NA
1986,female,15-24 years,-0.4696393661122918,0.0,-0.30633425278066745,-0.6420339015932207,Generation X,NA
1986,female,25-34 years,-0.4700123421508756,0.0,-0.30633425278066745,-0.6420339015932207,Boomers,NA
1986,female,35-54 years,-0.4700399510694274,0.0,-0.30633425278066745,-0.6420339015932207,Silent,NA
1986,female,5-14 years,-0.469833906732828,0.0,-0.30633425278066745,-0.6420339015932207,Generation X,NA
1986,female,55-74 years,-0.47063737739031186,0.0,-0.30633425278066745,-0.6420339015932207,G.I. Generation,NA
1986,female,75+ years,-0.47134038226084346,0.0,-0.30633425278066745,-0.6420339015932207,G.I. Generation,NA
1986,male,15-24 years,-0.4696662081164394,0.0,-0.30633425278066745,-0.6420339015932207,Generation X,NA
1986,male,25-34 years,-0.47005989084393707,0.0,-0.30633425278066745,-0.6420339015932207,Boomers,NA
1986,male,35-54 years,-0.47007931934217717,0.0,-0.30633425278066745,-0.6420339015932207,Silent,NA
1986,male,5-14 years,-0.46985435778360707,0.0,-0.30633425278066745,-0.6420339015932207,Generation X,NA
1986,male,55-74 years,-0.47089122605810746,0.0,-0.30633425278066745,-0.6420339015932207,G.I. Generation,NA
1986,male,75+ years,-0.47147791557733293,0.0,-0.30633425278066745,-0.6420339015932207,G.I. Generation,NA
1987,female,15-24 years,-0.46966109535374456,0.0,-0.3063021019943823,-0.5967660504605894,Generation X,NA
1987,female,25-34 years,-0.4700399510694274,0.0,-0.3063021019943823,-0.5967660504605894,Boomers,NA
1987,female,35-54 years,-0.47005068787108645,0.0,-0.3063021019943823,-0.5967660504605894,Silent,NA
1987,female,5-14 years,-0.4699065079630938,0.0,-0.3063021019943823,-0.5967660504605894,Generation X,NA
1987,female,55-74 years,-0.4706440239818151,0.0,-0.3063021019943823,-0.5967660504605894,G.I. Generation,NA
1987,female,75+ years,-0.47132325450581597,0.0,-0.3063021019943823,-0.5967660504605894,G.I. Generation,NA
1987,male,15-24 years,-0.46970250873157227,0.0,-0.3063021019943823,-0.5967660504605894,Generation X,NA
1987,male,25-34 years,-0.47009312380145307,0.0,-0.3063021019943823,-0.5967660504605894,Boomers,NA
1987,male,35-54 years,-0.47008443210487194,0.0,-0.3063021019943823,-0.5967660504605894,Silent,NA
1987,male,5-14 years,-0.4699382070918014,0.0,-0.3063021019943823,-0.5967660504605894,Generation X,NA
1987,male,55-74 years,-0.4708843238284695,0.0,-0.3063021019943823,-0.5967660504605894,G.I. Generation,NA
1987,male,75+ years,-0.47146206601297913,0.0,-0.3063021019943823,-0.5967660504605894,G.I. Generation,NA
1988,female,15-24 years,-0.46970455383665016,0.0,-0.30625981906457683,-0.5386325995323681,Generation X,NA
1988,female,25-34 years,-0.47005528935751173,0.0,-0.30625981906457683,-0.5386325995323681,Boomers,NA
1988,female,35-54 years,-0.4700604021202065,0.0,-0.30625981906457683,-0.5386325995323681,Silent,NA
1988,female,5-14 years,-0.46993104922402873,0.0,-0.30625981906457683,-0.5386325995323681,Generation X,NA
1988,female,55-74 years,-0.47065169312585725,0.0,-0.30625981906457683,-0.5386325995323681,G.I. Generation,NA
1988,female,75+ years,-0.47130791621773166,0.0,-0.30625981906457683,-0.5386325995323681,G.I. Generation,NA
1988,male,15-24 years,-0.4697567040161369,0.0,-0.30625981906457683,-0.5386325995323681,Generation X,NA
1988,male,25-34 years,-0.47011025155648056,0.0,-0.30625981906457683,-0.5386325995323681,Boomers,NA
1988,male,35-54 years,-0.47008954486756677,0.0,-0.30625981906457683,-0.5386325995323681,Silent,NA
1988,male,5-14 years,-0.46997501898320376,0.0,-0.30625981906457683,-0.5386325995323681,Generation X,NA
1988,male,55-74 years,-0.47088048925644843,0.0,-0.30625981906457683,-0.5386325995323681,G.I. Generation,NA
1988,male,75+ years,-0.4714454495342211,0.0,-0.30625981906457683,-0.5386325995323681,G.I. Generation,NA
1989,female,15-24 years,-0.469771275389817,0.0,-0.30623219333457474,-0.5008299729724865,Generation X,NA
1989,female,25-34 years,-0.47005068787108645,0.0,-0.30623219333457474,-0.5008299729724865,Boomers,NA
1989,female,35-54 years,-0.4700736953032129,0.0,-0.30623219333457474,-0.5008299729724865,Silent,NA
1989,female,5-14 years,-0.4699070192393633,0.0,-0.30623219333457474,-0.5008299729724865,Generation X,NA
1989,female,55-74 years,-0.4706547607834741,0.0,-0.30623219333457474,-0.5008299729724865,G.I. Generation,NA
1989,female,75+ years,-0.47129411175845576,0.0,-0.30623219333457474,-0.5008299729724865,G.I. Generation,NA
1989,male,15-24 years,-0.4698287939701332,0.0,-0.30623219333457474,-0.5008299729724865,Generation X,NA
1989,male,25-34 years,-0.47010795081326795,0.0,-0.30623219333457474,-0.5008299729724865,Boomers,NA
1989,male,35-54 years,-0.47010104858363,0.0,-0.30623219333457474,-0.5008299729724865,Silent,NA
1989,male,5-14 years,-0.4699627483527363,0.0,-0.30623219333457474,-0.5008299729724865,Generation X,NA
1989,male,55-74 years,-0.4708728201124063,0.0,-0.30623219333457474,-0.5008299729724865,G.I. Generation,NA
1989,male,75+ years,-0.4714267879503852,0.0,-0.30623219333457474,-0.5008299729724865,G.I. Generation,NA
1990,male,35-54 years,-0.4701171537861185,17.24,-0.30621797060894684,-0.48298755679506344,Silent,NA
1990,female,15-24 years,-0.46985435778360707,0.0,-0.30621797060894684,-0.48298755679506344,Generation X,NA
1990,female,25-34 years,-0.47002180076186095,0.0,-0.30621797060894684,-0.48298755679506344,Boomers,NA
1990,female,35-54 years,-0.4700926125251836,0.0,-0.30621797060894684,-0.48298755679506344,Silent,NA
1990,female,5-14 years,-0.46984157587687014,0.0,-0.30621797060894684,-0.48298755679506344,Generation X,NA
1990,female,55-74 years,-0.47065220440212674,0.0,-0.30621797060894684,-0.48298755679506344,G.I. Generation,NA
1990,female,75+ years,-0.47127954038477565,0.0,-0.30621797060894684,-0.48298755679506344,G.I. Generation,NA
1990,male,15-24 years,-0.46991289891646226,0.0,-0.30621797060894684,-0.48298755679506344,Generation X,NA
1990,male,25-34 years,-0.47008187572352456,0.0,-0.30621797060894684,-0.48298755679506344,Boomers,NA
1990,male,5-14 years,-0.4699095756207107,0.0,-0.30621797060894684,-0.48298755679506344,Generation X,NA
1990,male,55-74 years,-0.4708577374624567,0.0,-0.30621797060894684,-0.48298755679506344,G.I. Generation,NA
1990,male,75+ years,-0.4714058256233366,0.0,-0.30621797060894684,-0.48298755679506344,G.I. Generation,NA
1991,female,15-24 years,-0.46991366583086647,0.0,-0.30620267265473966,-0.47070435040585823,Generation X,NA
1991,female,25-34 years,-0.4699645378196795,0.0,-0.30620267265473966,-0.47070435040585823,Boomers,NA
1991,female,35-54 years,-0.4700151541703578,0.0,-0.30620267265473966,-0.47070435040585823,Boomers,NA
1991,female,5-14 years,-0.4697873805923055,0.0,-0.30620267265473966,-0.47070435040585823,Millenials,NA
1991,female,55-74 years,-0.47066268556565105,0.0,-0.30620267265473966,-0.47070435040585823,Silent,NA
1991,female,75+ years,-0.47126905922125134,0.0,-0.30620267265473966,-0.47070435040585823,G.I. Generation,NA
1991,male,15-24 years,-0.4699632596290058,0.0,-0.30620267265473966,-0.47070435040585823,Generation X,NA
1991,male,25-34 years,-0.4700258909720168,0.0,-0.30620267265473966,-0.47070435040585823,Boomers,NA
1991,male,35-54 years,-0.47003458266859793,0.0,-0.30620267265473966,-0.47070435040585823,Boomers,NA
1991,male,5-14 years,-0.46985665852681974,0.0,-0.30620267265473966,-0.47070435040585823,Millenials,NA
1991,male,55-74 years,-0.4708692411785199,0.0,-0.30620267265473966,-0.47070435040585823,Silent,NA
1991,male,75+ years,-0.4713940662691386,0.0,-0.30620267265473966,-0.47070435040585823,G.I. Generation,NA
1992,female,15-24 years,-0.46997144004931746,0.0,-0.3061905821936325,-0.464827471486885,Generation X,NA
1992,female,25-34 years,-0.46989960573345585,0.0,-0.3061905821936325,-0.464827471486885,Boomers,NA
1992,female,35-54 years,-0.46992925975708555,0.0,-0.3061905821936325,-0.464827471486885,Boomers,NA
1992,female,5-14 years,-0.46973062892639356,0.0,-0.3061905821936325,-0.464827471486885,Millenials,NA
1992,female,55-74 years,-0.47066703141394156,0.0,-0.3061905821936325,-0.464827471486885,Silent,NA
1992,female,75+ years,-0.4712572998670534,0.0,-0.3061905821936325,-0.464827471486885,G.I. Generation,NA
1992,male,15-24 years,-0.47000927449325874,0.0,-0.3061905821936325,-0.464827471486885,Generation X,NA
1992,male,25-34 years,-0.46996121452392786,0.0,-0.3061905821936325,-0.464827471486885,Boomers,NA
1992,male,35-54 years,-0.4699387183680709,0.0,-0.3061905821936325,-0.464827471486885,Boomers,NA
1992,male,5-14 years,-0.46979504973634767,0.0,-0.3061905821936325,-0.464827471486885,Millenials,NA
1992,male,55-74 years,-0.4708707750073284,0.0,-0.3061905821936325,-0.464827471486885,Silent,NA
1992,male,75+ years,-0.4713815400005364,0.0,-0.3061905821936325,-0.464827471486885,G.I. Generation,NA
1993,male,25-34 years,-0.46989500424703057,15.0,-0.30616589081812795,-0.44544965451081125,Boomers,NA
1993,female,15-24 years,-0.47001924438051357,0.0,-0.30616589081812795,-0.44544965451081125,Generation X,NA
1993,female,25-34 years,-0.4698321172658848,0.0,-0.30616589081812795,-0.44544965451081125,Boomers,NA
1993,female,35-54 years,-0.4698313503514806,0.0,-0.30616589081812795,-0.44544965451081125,Boomers,NA
1993,female,5-14 years,-0.46967489981302046,0.0,-0.30616589081812795,-0.44544965451081125,Millenials,NA
1993,female,55-74 years,-0.47066345248005526,0.0,-0.30616589081812795,-0.44544965451081125,Silent,NA
1993,female,75+ years,-0.4712452848747206,0.0,-0.30616589081812795,-0.44544965451081125,G.I. Generation,NA
1993,male,15-24 years,-0.47004813148973906,0.0,-0.30616589081812795,-0.44544965451081125,Generation X,NA
1993,male,35-54 years,-0.4698318616277501,0.0,-0.30616589081812795,-0.44544965451081125,Boomers,NA
1993,male,5-14 years,-0.46973395222214515,0.0,-0.30616589081812795,-0.44544965451081125,Millenials,NA
1993,male,55-74 years,-0.47086361713955566,0.0,-0.30616589081812795,-0.44544965451081125,Silent,NA
1993,male,75+ years,-0.47137054756074265,0.0,-0.30616589081812795,-0.44544965451081125,G.I. Generation,NA
1994,female,15-24 years,-0.4700445525558527,0.0,-0.3061285652524503,-0.41320623773914755,Generation X,NA
1994,female,25-34 years,-0.4697715310279517,0.0,-0.3061285652524503,-0.41320623773914755,Boomers,NA
1994,female,35-54 years,-0.46971886957219555,0.0,-0.3061285652524503,-0.41320623773914755,Boomers,NA
1994,female,5-14 years,-0.4696255616530159,0.0,-0.3061285652524503,-0.41320623773914755,Millenials,NA
1994,female,55-74 years,-0.47064990365891407,0.0,-0.3061285652524503,-0.41320623773914755,Silent,NA
1994,female,75+ years,-0.471232247329849,0.0,-0.3061285652524503,-0.41320623773914755,G.I. Generation,NA
1994,male,15-24 years,-0.4700719058362698,0.0,-0.3061285652524503,-0.41320623773914755,Generation X,NA
1994,male,25-34 years,-0.4698392751336575,0.0,-0.3061285652524503,-0.41320623773914755,Boomers,NA
1994,male,35-54 years,-0.46971835829592606,0.0,-0.3061285652524503,-0.41320623773914755,Boomers,NA
1994,male,5-14 years,-0.4696838471477363,0.0,-0.3061285652524503,-0.41320623773914755,Millenials,NA
1994,male,55-74 years,-0.4708493014040103,0.0,-0.3061285652524503,-0.41320623773914755,Silent,NA
1994,male,75+ years,-0.47136211150229623,0.0,-0.3061285652524503,-0.41320623773914755,G.I. Generation,NA
1995,female,15-24 years,-0.4700404623456969,0.0,-0.3061369229633339,-0.43576074602277437,Generation X,NA
1995,female,25-34 years,-0.4697250048874293,0.0,-0.3061369229633339,-0.43576074602277437,Generation X,NA
1995,female,35-54 years,-0.4695925843336346,0.0,-0.3061369229633339,-0.43576074602277437,Boomers,NA
1995,female,5-14 years,-0.46958389263705347,0.0,-0.3061369229633339,-0.43576074602277437,Millenials,NA
1995,female,55-74 years,-0.4706261293123834,0.0,-0.3061369229633339,-0.43576074602277437,Silent,NA
1995,female,75+ years,-0.4712192097849773,0.0,-0.3061369229633339,-0.43576074602277437,G.I. Generation,NA
1995,male,15-24 years,-0.47007778551336876,0.0,-0.3061369229633339,-0.43576074602277437,Generation X,NA
1995,male,25-34 years,-0.4698042527091983,0.0,-0.3061369229633339,-0.43576074602277437,Generation X,NA
1995,male,35-54 years,-0.4696033211352936,0.0,-0.3061369229633339,-0.43576074602277437,Boomers,NA
1995,male,5-14 years,-0.4696485690851424,0.0,-0.3061369229633339,-0.43576074602277437,Millenials,NA
1995,male,55-74 years,-0.4708273165244228,0.0,-0.3061369229633339,-0.43576074602277437,Silent,NA
1995,male,75+ years,-0.47135827693027516,0.0,-0.3061369229633339,-0.43576074602277437,G.I. Generation,NA
1998,female,15-24 years,-0.46993053794775924,0.0,-0.30603333269258975,-0.35941426493124884,Generation X,NA
1998,female,25-34 years,-0.46946962239082524,0.0,-0.30603333269258975,-0.35941426493124884,Generation X,NA
1998,female,35-54 years,-0.4691416386639554,0.0,-0.30603333269258975,-0.35941426493124884,Boomers,NA
1998,female,5-14 years,-0.46950771247290135,0.0,-0.30603333269258975,-0.35941426493124884,Millenials,NA
1998,female,55-74 years,-0.4705972422031579,0.0,-0.30603333269258975,-0.35941426493124884,Silent,NA
1998,female,75+ years,-0.47122227744259415,0.0,-0.30603333269258975,-0.35941426493124884,G.I. Generation,NA
1998,male,15-24 years,-0.4700872441243541,0.0,-0.30603333269258975,-0.35941426493124884,Generation X,NA
1998,male,25-34 years,-0.46973497477468407,0.0,-0.30603333269258975,-0.35941426493124884,Generation X,NA
1998,male,35-54 years,-0.4692768712372322,0.0,-0.30603333269258975,-0.35941426493124884,Boomers,NA
1998,male,5-14 years,-0.46962965186317174,0.0,-0.30603333269258975,-0.35941426493124884,Millenials,NA
1998,male,55-74 years,-0.4707782340025529,0.0,-0.30603333269258975,-0.35941426493124884,Silent,NA
1998,male,75+ years,-0.47135572054892777,0.0,-0.30603333269258975,-0.35941426493124884,G.I. Generation,NA
1999,female,15-24 years,-0.46991519965967493,0.0,-0.30600695812625434,-0.3435308083934835,Generation X,NA
1999,female,25-34 years,-0.46942002859268595,0.0,-0.30600695812625434,-0.3435308083934835,Generation X,NA
1999,female,35-54 years,-0.4689637145221773,0.0,-0.30600695812625434,-0.3435308083934835,Boomers,NA
1999,female,5-14 years,-0.4694742238772506,0.0,-0.30600695812625434,-0.3435308083934835,Millenials,NA
1999,female,55-74 years,-0.4705852272108252,0.0,-0.30600695812625434,-0.3435308083934835,Silent,NA
1999,female,75+ years,-0.4712286683959626,0.0,-0.30600695812625434,-0.3435308083934835,G.I. Generation,NA
1999,male,15-24 years,-0.47010539443192056,0.0,-0.30600695812625434,-0.3435308083934835,Generation X,NA
1999,male,25-34 years,-0.469742899556861,0.0,-0.30600695812625434,-0.3435308083934835,Generation X,NA
1999,male,35-54 years,-0.46916157843846507,0.0,-0.30600695812625434,-0.3435308083934835,Boomers,NA
1999,male,5-14 years,-0.4696043436878326,0.0,-0.30600695812625434,-0.3435308083934835,Millenials,NA
1999,male,55-74 years,-0.4707621288000644,0.0,-0.30600695812625434,-0.3435308083934835,Silent,NA
1999,male,75+ years,-0.47135751001587095,0.0,-0.30600695812625434,-0.3435308083934835,G.I. Generation,NA
2000,male,55-74 years,-0.4707475574263843,30.0,-0.30596295742963103,-0.3094872665475397,Silent,NA
2000,male,35-54 years,-0.4690347819236346,9.97,-0.30596295742963103,-0.3094872665475397,Boomers,NA
2000,female,15-24 years,-0.469908297430037,0.0,-0.30596295742963103,-0.3094872665475397,Generation X,NA
2000,female,25-34 years,-0.46940238956138897,0.0,-0.30596295742963103,-0.3094872665475397,Generation X,NA
2000,female,35-54 years,-0.4687773543219527,0.0,-0.30596295742963103,-0.3094872665475397,Boomers,NA
2000,female,5-14 years,-0.4694422691104082,0.0,-0.30596295742963103,-0.3094872665475397,Millenials,NA
2000,female,55-74 years,-0.4705806257243999,0.0,-0.30596295742963103,-0.3094872665475397,Silent,NA
2000,female,75+ years,-0.4712383826450827,0.0,-0.30596295742963103,-0.3094872665475397,G.I. Generation,NA
2000,male,15-24 years,-0.47012124399627436,0.0,-0.30596295742963103,-0.3094872665475397,Generation X,NA
2000,male,25-34 years,-0.46976488443644854,0.0,-0.30596295742963103,-0.3094872665475397,Generation X,NA
2000,male,5-14 years,-0.4695613964811965,0.0,-0.30596295742963103,-0.3094872665475397,Millenials,NA
2000,male,75+ years,-0.4713598107590836,0.0,-0.30596295742963103,-0.3094872665475397,G.I. Generation,NA
2001,male,35-54 years,-0.46897138366621943,19.45,-0.3059831956773622,-0.33876577143215386,Boomers,NA
2001,female,15-24 years,-0.4698351849235017,0.0,-0.3059831956773622,-0.33876577143215386,Millenials,NA
2001,female,25-34 years,-0.46944584804429457,0.0,-0.3059831956773622,-0.33876577143215386,Generation X,NA
2001,female,35-54 years,-0.46868481331717726,0.0,-0.3059831956773622,-0.33876577143215386,Boomers,NA
2001,female,5-14 years,-0.46944508112989036,0.0,-0.3059831956773622,-0.33876577143215386,Millenials,NA
